timestep,datetime,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale
6626,37065.00,0,0,1.075851955,4.563949652,,7193.468505
6627,37066.00,0,0,1.038343575,4.654516836,,7280.33511
6628,37067.00,0,0,0.995631285,5.928661039,,7384.271294
6629,37068.00,0,0,0.951687151,6.984998595,5.9,7495.634946
6630,37069.00,3.135384775,1.780821918,0.969184358,2.017932626,,7456.551816
6631,37070.00,11.99578082,1.780821918,1.146318436,2.685230782,,7039.36284
6632,37071.00,6.61880863,1.780821918,1.146243017,1.971269554,,7043.613401
6633,37072.00,1.740126805,1.780821918,1.076455307,2.414048137,,7181.638593
6634,37073.00,2.09131899,1.780821918,0.982231844,3.947455405,,7414.370778
6635,37074.00,0,0,0.90600838,6.624046455,,7615.826049
6636,37075.00,10.47551353,1.780821918,0.876192737,4.807141713,6,7712.834934
6637,37076.00,40.68559672,0.95890411,7.18574581,2.596005867,,2726.269056
6638,37077.00,0,0,2.427335196,4.777030239,,5301.999293
6639,37078.00,0,0,1.846081006,2.538580847,,5936.193451
6640,37079.00,0.17559609,0.95890411,1.644209497,3.627387202,,6197.739415
6641,37080.00,0.16927274,0.95890411,1.538044693,1.508446009,,6349.32684
6642,37081.00,0,0,1.395100559,3.912267997,,6571.062941
6643,37082.00,33.97832981,0.95890411,2.246656425,2.109007823,5.9,5729.01485
6644,37083.00,13.87808864,10.1369863,12.01308939,1.619204947,,2462.44085
6645,37084.00,6.64410201,10.1369863,5.018631285,3.488035076,,4002.811906
6646,37085.00,25.84554294,10.1369863,10.83034358,4.028142344,,2629.630258
6647,37086.00,4.029165015,10.1369863,5.43449162,3.37524326,,3784.098997
6648,37087.00,0.16927274,10.1369863,3.791036313,4.161092244,,4455.701906
6649,37088.00,0,0,2.988150838,4.379970366,,4928.129341
6650,37089.00,50.96342527,10.1369863,6.41327933,1.358626584,6.3,3331.102055
6651,37090.00,13.64568527,0.684931507,13.75964246,0.626304207,,2135.239416
6652,37091.00,0,0,5.982284916,2.925338878,,3612.009853
6653,37092.00,16.0376268,0.684931507,5.24322905,2.93951139,,3906.562526
6654,37093.00,9.24637518,0.684931507,7.195600559,1.248630223,,3316.169636
6655,37094.00,0,0,5.340594972,2.601564599,,3823.212346
6656,37095.00,0.17874919,0.684931507,4.063223464,2.628110263,,4336.504417
6657,37096.00,0,0,3.385835196,3.12585301,7.3,4688.625471
6658,37097.00,0,0,2.931863128,3.543907141,,4970.569058
6659,37098.00,0,0,2.51401676,5.536212338,,5279.433518
6660,37099.00,0,0,2.206357542,5.862406722,,5555.091938
6661,37100.00,0,0,1.972282123,5.786967591,,5796.218891
6662,37101.00,0,0,1.801458101,5.380860179,,5996.739055
6663,37102.00,0,0,1.663164804,5.718864225,,6169.652234
6664,37103.00,2.94200047,0.660639338,1.605946927,4.196816227,6.2,6254.02871
6665,37104.00,0.308992315,0.547945205,1.466773743,3.557743086,,6458.774015
6666,37105.00,11.17495233,0.547945205,1.725083799,0.568620648,,6075.934891
6667,37106.00,1.25880616,0.547945205,1.486734637,2.512634714,,6415.718121
6668,37107.00,2.533177915,0.547945205,1.339667598,2.521790795,,6667.2744
6669,37108.00,0.193596485,0.547945205,1.229103352,4.266186494,,6868.991426
6670,37109.00,23.73004066,0.547945205,2.57701676,0.84432536,6.2,5189.397244
6671,37110.00,32.77977018,8.630136986,7.826807263,1.259147866,,2911.047227
6672,37111.00,5.825680955,8.630136986,5.679377095,1.888242995,,3639.22653
6673,37112.00,1.691245905,8.630136986,3.521086592,2.155057494,,4598.788312
6674,37113.00,0.12811577,8.630136986,2.754125698,3.591550213,,5088.88499
6675,37114.00,68.58916127,8.630136986,12.94280447,1.00839939,,2209.05325
6676,37115.00,37.29829983,8.630136986,32.04543017,1.312505992,,1103.688255
6677,37116.00,5.799493605,8.630136986,11.66641341,1.218644916,,2529.789991
6678,37117.00,0.060032085,8.630136986,6.708393855,4.224416798,,3421.909172
6679,37118.00,11.98261258,8.630136986,5.500206704,2.838610814,5.9,3784.083941
6680,37119.00,8.30154033,1.095890411,5.333958101,2.704688456,,3849.465196
6681,37120.00,1.98880336,1.095890411,4.253656425,2.128621833,,4247.421991
6682,37121.00,13.89762153,1.095890411,3.963318436,0.713406892,,4439.573762
6683,37122.00,16.7948074,1.095890411,11.84731844,1.469032076,,2461.582757
6684,37123.00,0.939696885,1.095890411,6.645620112,2.895898572,,3436.039578
6685,37124.00,4.311534125,1.095890411,4.761125698,2.247143449,6,4046.861216
6686,37125.00,0.060032085,7.861361082,3.819871508,3.502562937,,4445.691715
6687,37126.00,2.748403985,1.125626705,3.346541899,1.609731916,,4716.774292
6688,37127.00,5.50692494,0.376828645,3.053086592,1.064730455,,4900.144211
6689,37128.00,3.078167835,0.767084351,2.955846369,3.796072163,,4956.806711
6690,37129.00,0,0,2.462354749,2.893454635,,5325.122462
6691,37130.00,0,0,2.168773743,4.379092701,,5592.751843
6692,37131.00,0,0,1.970622905,4.734960792,6,5800.090534
6693,37132.00,0,0,1.839192737,4.083223605,,5953.115204
6694,37133.00,6.069545825,1.506849315,1.838363128,1.409118172,,5960.284698
6695,37134.00,14.00191024,1.506849315,2.831958101,2.342594673,,4955.000998
6696,37135.00,3.530303915,1.506849315,1.941988827,2.754118656,,5833.113111
6697,37136.00,15.34301497,1.506849315,3.087477654,1.291415143,,4850.383718
6698,37137.00,10.70139654,1.506849315,3.16272067,1.021094275,,4833.514379
6699,37138.00,0.068083685,1.506849315,2.556879888,3.234494205,5.6,5237.273465
6700,37139.00,24.74696014,2.191780822,4.409019553,1.346681719,,3965.379655
6701,37140.00,0.065480715,2.191780822,5.010988827,2.677866597,,3836.415768
6702,37141.00,18.6920153,2.191780822,3.937173184,1.363792726,,4555.735157
6703,37142.00,11.6075764,2.191780822,9.889189944,2.206919688,,2714.806264
6704,37143.00,0,0,4.758234637,2.566282659,,4032.620016
6705,37144.00,2.36121102,2.191780822,3.703198324,3.012092048,,4514.146301
6706,37145.00,0.26168017,2.191780822,3.270519553,1.533101991,5.8,4755.307922
6707,37146.00,35.133496,7.671232877,9.61049162,0.950456516,,2383.511991
6708,37147.00,19.56479087,7.671232877,11.17465642,0.981006795,,2609.362019
6709,37148.00,3.889991635,7.671232877,7.214706704,2.09470001,,3304.72326
6710,37149.00,10.89826972,7.671232877,5.593675978,1.778169738,,3787.270455
6711,37150.00,0.96046842,7.671232877,5.769854749,1.659851628,,3661.899146
6712,37151.00,0.811581115,7.671232877,4.173159218,2.79058226,,4288.152274
6713,37152.00,0,0,3.558268156,1.211289407,5.9,4596.615938
6714,37153.00,0.5025888,1.643835616,3.168980447,1.653593202,,4820.385825
6715,37154.00,1.042242795,1.643835616,2.800005587,2.154529555,,5063.306734
6716,37155.00,0,0,2.474497207,1.711201714,,5319.6087
6717,37156.00,0,0,2.274611732,1.0404802,,5496.635543
6718,37157.00,0,0,2.088377095,0.946240544,,5676.370989
6719,37158.00,8.31738144,1.643835616,2.286150838,1.057598932,,5479.343889
6720,37159.00,3.171934075,1.643835616,2.042798883,0.793288025,6.2,5721.272733
6721,37160.00,3.26655838,3.561643836,1.937614525,0.538308949,,5845.359937
6722,37161.00,23.40982123,3.561643836,5.818047486,0.57087138,,3616.291683
6723,37162.00,0,0,4.27427095,3.010865249,,4177.74883
6724,37163.00,3.33257669,3.561643836,3.183963687,2.269971139,,4806.095822
6725,37164.00,23.81683051,3.561643836,6.333586592,0.619115328,,3156.538614
6726,37165.00,2.79365077,3.561643836,7.068871508,1.635624281,,3220.655899
6727,37166.00,5.042068925,3.561643836,4.719368715,1.630501093,5.8,4068.022507
6728,37167.00,23.66554799,5.890410959,7.483977654,1.163650729,,3316.940588
6729,37168.00,15.97747546,5.890410959,13.47644413,1.051008663,,2331.683091
6730,37169.00,24.35170346,5.890410959,16.71156704,1.650980392,,2029.327456
6731,37170.00,10.73263831,5.890410959,12.62974022,1.465686734,,2402.243683
6732,37171.00,64.1162612,5.890410959,32.41890503,0.616368255,,1035.620455
6733,37172.00,16.81796687,5.890410959,30.67594693,0.940434087,,791.0530338
6734,37173.00,13.93776894,5.890410959,16.65105587,0.683749411,6,1997.015027
6735,37174.00,32.18545094,0.684931507,14.91971229,0.64986658,,2166.365004
6736,37175.00,5.894655495,0.684931507,11.11253631,0.578495683,,2605.673141
6737,37176.00,0,0,7.388170391,2.500329963,,3270.735429
6738,37177.00,0.437108085,0.684931507,5.61672905,1.478643366,,3751.548815
6739,37178.00,4.00721015,0.684931507,4.679170391,0.516219314,,4084.510405
6740,37179.00,6.803628805,0.684931507,4.503067039,0.782392806,,4156.490785
6741,37180.00,0.5025888,0.684931507,3.662497207,1.029303428,6,4537.919738
6742,37181.00,7.00948539,1.232876712,3.230748603,1.2836084,,4799.095529
6743,37182.00,6.437744985,1.232876712,5.13372067,1.350910781,,3861.802321
6744,37183.00,8.27167481,1.232876712,4.074234637,0.133848587,,4343.455388
6745,37184.00,13.20607905,1.232876712,7.682958101,0.933607535,,3203.189405
6746,37185.00,0.308992315,1.232876712,4.944343575,0.534196502,,3976.225992
6747,37186.00,4.01810741,1.232876712,4.164385475,1.230502317,,4307.59772
6748,37187.00,7.254479815,1.232876712,4.392829609,0.675267097,6,4201.153303
6749,37188.00,9.58377935,4.109589041,4.924910615,1.030667379,,4005.775522
6750,37189.00,28.65362539,4.109589041,9.978511173,0.42013,,2599.174409
6751,37190.00,17.97544058,4.109589041,15.65215642,0.382368474,,2096.524107
6752,37191.00,10.84645415,4.109589041,12.60907542,0.707083171,,2442.685911
6753,37192.00,0.570672485,4.109589041,7.446293296,1.493492029,,3252.215086
6754,37193.00,0.1255128,4.109589041,5.605340782,0.190969626,,3755.645948
6755,37194.00,14.17983054,4.109589041,5.049125698,0.603602351,6,3993.990586
6756,37195.00,6.130575355,5.538486371,6.637248603,0.809019807,,3429.182186
6757,37196.00,0,0,4.637740223,0.652804811,,4096.307465
6758,37197.00,0.308992315,4.795093366,3.998564246,0.672971241,,4374.055103
6759,37198.00,4.302702235,7.982663392,3.575941341,0.410624706,,4591.504769
6760,37199.00,4.004607175,7.435917089,3.289851955,0.299414234,,4749.254572
6761,37200.00,6.085649015,6.503768981,3.001600559,0.448861244,,4944.303592
6762,37201.00,12.40283718,13.92931684,3.548564246,0.653936862,6,4621.996494
6763,37202.00,60.21535429,4.383561644,18.75504469,0.412659768,,1739.606139
6764,37203.00,12.5000195,4.383561644,21.71109218,0.60040525,,1517.485769
6765,37204.00,2.410268085,4.383561644,8.279522346,0.133903507,,3079.286434
6766,37205.00,0.82169808,4.383561644,6.156879888,0.365817234,,3588.919152
6767,37206.00,3.933677835,4.383561644,5.103251397,0.648293791,,3928.945119
6768,37207.00,21.06017717,4.383561644,8.32502514,0.374953714,,3039.869181
6769,37208.00,0.437108085,4.383561644,5.895100559,0.165768105,6,3655.874343
6770,37209.00,0.69618528,2.475722325,4.739002793,0.603920725,,4058.535755
6771,37210.00,0,0,4.038863128,0.936479132,,4355.422696
6772,37211.00,0,0,3.545396648,0.226153559,,4602.743816
6773,37212.00,0,0,3.146907821,0.208956265,,4834.473144
6774,37213.00,0,0,2.805108939,0,,5063.357081
6775,37214.00,0.437108085,9.588024708,2.509290503,0.197043619,,5290.279562
6776,37215.00,5.319314695,4.146499016,2.337335196,0.344994036,6.3,5452.447489
6777,37216.00,12.61281236,2.602739726,2.905441341,0.173163449,,5016.885462
6778,37217.00,3.58075663,2.602739726,3.605304469,0.367818472,,4529.747416
6779,37218.00,0.756217365,2.602739726,2.561756983,0.220458276,,5244.41768
6780,37219.00,11.41454305,2.602739726,2.667418994,0.278766593,,5206.2959
6781,37220.00,45.68622238,2.602739726,20.58227095,0.029425238,,1501.576072
6782,37221.00,2.391561925,2.602739726,7.416653631,0.127557545,6.2,3244.844346
6783,37222.00,15.6909802,2.191780822,8.835134078,0.293443087,,2966.127191
6784,37223.00,18.93780942,2.191780822,7.514371508,0.433437108,,3313.286591
6785,37224.00,68.86166094,2.191780822,44.15487989,0.281305339,,730.4473745
6786,37225.00,68.47431033,2.191780822,47.7344162,0.191484141,,722.993342
6787,37226.00,12.3978812,2.191780822,22.10286872,0.036297756,,1577.99879
6788,37227.00,0.065480715,2.191780822,9.469986034,0.032442773,,2858.135704
6789,37228.00,10.88775453,2.191780822,6.912578212,0.404470171,,3434.614836
6790,37229.00,9.047456395,2.191780822,12.05411732,0.391403105,5.3,2416.718334
6791,37230.00,20.54023292,28.76712329,14.18075698,0.117992707,,2243.169741
6792,37231.00,3.55531676,28.76712329,8.136100559,0.118872261,,3123.992502
6793,37232.00,1.1151248,28.76712329,6.502097765,0.089601216,,3495.632355
6794,37233.00,0,0,5.121879888,0.231491741,,3915.12102
6795,37234.00,0,0,4.206544693,0.338394511,,4276.411425
6796,37235.00,0,0,3.618603352,0.348787477,,4562.462879
6797,37236.00,0,0,3.175617318,0.394038839,,4815.767521
6798,37237.00,0,0,2.830223464,0.369883097,,5046.753285
6799,37238.00,0,0,2.554365922,0.299587102,,5252.461727
6800,37239.00,0,0,2.299751397,0.166343686,,5472.324599
6801,37240.00,0.1255128,28.76712329,2.123824022,0.110424589,,5643.194975
6802,37241.00,0.068083685,28.76712329,2.005265363,0.180695741,,5764.565283
6803,37242.00,0,0,1.845829609,0.230221178,,5943.619539
6804,37243.00,0.308992315,28.76712329,1.743511173,0.116706189,6.2,6070.626791
6805,37244.00,3.590873595,9.452054795,1.65303352,0.179499326,,6195.937356
6806,37245.00,1.43968271,9.452054795,1.560544693,0.284200855,,6312.321357
6807,37246.00,12.69222033,9.452054795,1.826472067,0.091760989,,5962.021443
6808,37247.00,0,0,1.646849162,0,,6165.776298
6809,37248.00,10.45928059,9.452054795,1.504709497,0.056112822,,6450.657656
6810,37249.00,25.78456743,9.452054795,4.474835196,0.170345125,,4094.665293
6811,37250.00,5.76960255,9.452054795,6.423108939,0.334359298,,3386.557418
6812,37251.00,4.223730695,9.452054795,3.517843575,0.102558783,,4622.356608
6813,37252.00,27.24941849,9.452054795,11.85149162,0.199449139,,2476.638632
6814,37253.00,7.966603355,9.452054795,8.492027933,0.386161296,,3038.035428
6815,37254.00,0.065480715,9.452054795,5.287424581,0.133769515,,3845.33258
6816,37255.00,0,0,3.934181564,0,,4393.601479
6817,37256.00,0.24012834,9.452054795,3.176748603,0,,4809.705531
6818,37257.00,0.24817994,9.452054795,2.724310056,0,,5119.899077
6819,37258.00,0.065480715,9.452054795,2.415695531,0,,5369.351736
6820,37259.00,0,0,2.20650838,0,6.6,5559.131867
6821,37260.00,0.3690244,8.082191781,2.053256983,0.03363996,,5716.021597
6822,37261.00,25.34506411,8.082191781,6.466575419,0.003899119,,3311.252891
6823,37262.00,1.198774075,8.082191781,4.40172905,0.210387657,,4180.266381
6824,37263.00,0.308992315,8.082191781,3.514851955,0.096683346,,4611.541896
6825,37264.00,0.060032085,8.082191781,2.963614525,0.03026672,6.7,4949.181696
6826,37265.00,0.65480714,3.835616438,2.598435754,0.057588846,,5218.185875
6827,37266.00,0,0,2.35646648,0.251923584,,5421.974793
6828,37267.00,0.437108085,3.835616438,2.192807263,0.377099843,,5575.81053
6829,37268.00,0.811581115,3.835616438,2.055243017,0.533063249,,5713.719792
6830,37269.00,4.253567405,3.835616438,2.044458101,0.237585578,,5727.857093
6831,37270.00,10.46242116,3.835616438,2.763276536,0.196053146,,5028.804421
6832,37271.00,7.209605705,3.835616438,3.277106145,0.216734775,6.6,4742.622562
6833,37272.00,10.92314644,4.657534247,3.108846369,0.242813403,,4894.201652
6834,37273.00,13.44500008,4.657534247,7.991723464,0.130495036,,3136.507688
6835,37274.00,8.437523365,4.657534247,5.655946927,0.30981762,,3756.756625
6836,37275.00,1.450337275,4.657534247,5.688226257,0.45824109,,3714.130622
6837,37276.00,51.22983902,4.657534247,26.71732961,0.18903234,,1096.829683
6838,37277.00,17.86458096,4.657534247,16.46886872,0.217871614,,2060.991629
6839,37278.00,10.16432612,4.657534247,13.1882933,0.461200357,6.7,2324.009364
6840,37279.00,22.82082466,6.712328767,12.89923743,0.288531048,,2457.797162
6841,37280.00,8.28232938,6.712328767,13.44537151,0.10480205,,2290.244048
6842,37281.00,26.47428838,6.712328767,19.08995531,0.188063918,,1702.336885
6843,37282.00,23.24132475,6.712328767,28.68118994,0.448354379,,1246.679149
6844,37283.00,38.96318133,6.712328767,22.00052514,0.16976138,,1618.222285
6845,37284.00,3.193728595,6.712328767,15.96444134,0.765224906,,1878.587203
6846,37285.00,0.5025888,6.712328767,7.592530726,0.366670225,6.7,3227.04864
6847,37286.00,47.80213594,4.246575342,25.62239665,0.340333796,,1367.15182
6848,37287.00,18.17143015,4.246575342,21.10809218,0.215764999,,1636.127079
6849,37288.00,39.87149705,4.246575342,30.40235196,0.263888123,,1213.010609
6850,37289.00,19.27512007,4.246575342,23.0715,0.340902254,,1569.033905
6851,37290.00,10.69858369,4.246575342,14.30909497,0.675313304,,2237.428943
6852,37291.00,16.45326155,4.246575342,13.53564804,0.224480271,,2282.281832
6853,37292.00,20.01443455,4.246575342,14.84152793,0.494465917,6.1,2205.676493
6854,37293.00,2.80889591,4.520547945,11.32242737,0.374388809,,2556.808708
6855,37294.00,32.60986592,4.520547945,21.62823184,0.112394634,,1490.58242
6856,37295.00,21.62336848,4.520547945,16.65832123,0.250764326,,2004.635797
6857,37296.00,5.47673897,4.520547945,11.42411732,0.724342947,,2541.000941
6858,37297.00,62.95980834,4.520547945,32.49600838,0.438927742,,873.2784876
6859,37298.00,41.69025065,4.520547945,55.68491061,0.528522124,,315.17123
6860,37299.00,0.065480715,4.520547945,10.89510335,0.402243867,6.4,2618.70313
6861,37300.00,2.886636725,11.91780822,6.993980447,0.402543297,,3368.432896
6862,37301.00,0.3690244,11.91780822,5.19448324,0.711217606,,3885.157918
6863,37302.00,0.065480715,11.91780822,4.103044693,1.047217567,,4319.184386
6864,37303.00,0,0,3.467111732,0.912149461,,4644.045331
6865,37304.00,7.34160952,11.91780822,3.23622905,0.560903069,,4787.037319
6866,37305.00,11.90076657,11.91780822,3.061332402,0.654463043,,4929.501579
6867,37306.00,85.35500815,11.91780822,45.52300559,0.28490326,6.9,159.2750757
6868,37307.00,13.88946663,5.068493151,30.87495251,0.481321717,,781.9087736
6869,37308.00,31.05576413,5.068493151,16.43653911,0.18486541,,1898.853505
6870,37309.00,23.78141307,5.068493151,25.6457514,1.055445595,,1358.759013
6871,37310.00,5.20520393,5.068493151,9.121273743,0.501830097,,2916.554099
6872,37311.00,76.14224221,5.068493151,38.286,0.236444625,,598.1991328
6873,37312.00,86.29930701,5.068493151,72.55563687,0.172183082,,229.9067087
6874,37313.00,13.05620159,5.068493151,33.6707095,0.840688524,6.6,840.1794754
6875,37314.00,3.411184975,2.544011775,9.517173184,0.920388807,,2870.67519
6876,37315.00,9.34374817,12.11397885,7.856547486,0.707055584,,3178.669402
6877,37316.00,0,0,5.89799162,0.908809746,,3664.404503
6878,37317.00,0.437108085,4.133834023,4.784053073,0.49454204,,4046.333627
6879,37318.00,0,0,4.273189944,0.572041094,,4246.794083
6880,37319.00,0.434505115,4.008609929,3.588837989,0.46072704,,4577.642536
6881,37320.00,1.374202,22.03393697,3.176648045,1.616930304,,4814.051515
6882,37321.00,24.01959874,4.095830533,7.422913408,0.203845263,6.8,3169.619209
6883,37322.00,0.1335644,34.52054795,4.764393855,1.841170771,,4023.419831
6884,37323.00,7.140741725,34.52054795,3.95323743,0.381768841,,4407.729943
6885,37324.00,10.00548677,34.52054795,5.118888268,0.172343682,,3914.453361
6886,37325.00,22.11323734,34.52054795,8.761927374,0.550185475,,2910.419866
6887,37326.00,3.267095985,34.52054795,7.191955307,0.643474484,,3308.6275
6888,37327.00,0.12811577,34.52054795,5.261405028,0.85050714,9.1,3862.048617
6889,37328.00,0,0,4.137360335,1.335056452,,4303.023418
6890,37329.00,0.199045115,2.191780822,3.456226257,1.365599939,,4651.112638
6891,37330.00,11.57043959,2.191780822,3.778164804,0.171692884,,4507.261779
6892,37331.00,1.69124591,2.191780822,3.875430168,0.908991142,,4413.429984
6893,37332.00,2.14936822,2.191780822,3.131572626,0.735237165,,4846.079297
6894,37333.00,18.60722034,2.191780822,6.129628492,0.329158483,,3478.939669
6895,37334.00,6.166452635,2.191780822,5.268393855,1.123947402,9.5,3850.761221
6896,37335.00,12.36567481,3.436183047,5.801304469,0.826502461,,3699.802031
6897,37336.00,0.3690244,7.343227233,5.845977654,1.064697998,,3653.918218
6898,37337.00,0.6281016,1.638060867,4.562195531,0.769241476,,4127.676907
6899,37338.00,0,0,3.835206704,0.52410705,,4449.750987
6900,37339.00,0,0,3.303804469,2.136675835,,4737.441584
6901,37340.00,0.5025888,8.129222593,2.900488827,1.320067073,,4995.314409
6902,37341.00,0.3690244,1.614422853,2.562234637,2.984008419,7.6,5244.548985
6903,37342.00,0,0,2.298645251,3.078432058,,5473.242155
6904,37343.00,0,0,2.080960894,2.78915103,,5682.262067
6905,37344.00,0,0,1.895002793,3.140787329,,5884.536057
6906,37345.00,0.568069515,1.780821918,1.736069832,2.893593665,,6079.91997
6907,37346.00,19.90042097,1.780821918,2.192882682,0.95155807,,5618.445085
6908,37347.00,6.3819214,1.780821918,2.670108939,0.739388999,,5132.413205
6909,37348.00,4.24836147,1.780821918,2.110625698,0.883821455,8.1,5644.848428
6910,37349.00,5.29615734,6.417417627,2.313402235,1.251868682,,5474.089683
6911,37350.00,0,0,2.086013966,3.248181881,,5663.56232
6912,37351.00,0,0,1.832681564,2.073999599,,5958.724977
6913,37352.00,0,0,1.681994413,3.312156353,,6148.713857
6914,37353.00,0,0,1.604111732,3.135570165,,6258.533116
6915,37354.00,0.060032085,5.508317825,1.539452514,3.443928579,,6351.222331
6916,37355.00,0,0,1.478187151,2.725474497,6.9,6444.166969
6917,37356.00,0,0,1.41151676,2.601629684,,6549.145326
6918,37357.00,0,0,1.354776536,1.973906955,,6645.151614
6919,37358.00,0,0,1.296452514,1.562401428,,6747.84447
6920,37359.00,0,0,1.231139665,2.483088735,,6867.960004
6921,37360.00,3.8190623,10.09201078,1.230159218,0.74985314,,6876.449816
6922,37361.00,0.065480715,4.769021464,1.150365922,2.619551638,,7027.068824
6923,37362.00,0.068083685,8.967038018,1.087768156,3.033461705,6.5,7166.590032
6924,37363.00,11.74776793,4.246575342,1.084072626,1.607323888,,7224.236296
6925,37364.00,13.42935672,4.246575342,2.013360335,1.400464635,,5759.827883
6926,37365.00,0.060032085,4.246575342,1.556522346,3.906559511,,6256.441884
6927,37366.00,5.075803095,4.246575342,1.414156425,1.649212249,,6547.992675
6928,37367.00,2.269432385,4.246575342,1.256354749,4.301383072,,6811.712525
6929,37368.00,2.81648767,4.246575342,1.20225419,1.137979036,,6929.072481
6930,37369.00,0.3690244,4.246575342,1.143427374,1.461569183,6.8,7044.640832
6931,37370.00,1.371599025,6.712328767,1.066424581,4.525964685,,7215.614214
6932,37371.00,0.20164808,6.712328767,1.030022346,3.312885343,,7297.918818
6933,37372.00,28.35233141,6.712328767,3.805944134,1.446127461,,4269.677148
6934,37373.00,31.54963161,6.712328767,8.203248603,1.338195868,,2372.464113
6935,37374.00,23.70679613,6.712328767,15.24635196,1.332967449,,2112.505955
6936,37375.00,11.9899167,6.712328767,9.887832402,1.180835268,,2796.190949
6937,37376.00,37.58308299,6.712328767,20.3249162,2.10835036,10,1686.204893
6938,37377.00,7.46836245,0.783939247,12.90197765,2.793682463,,2333.986264
6939,37378.00,0.5025888,5.428443308,6.56997486,3.527919834,,3460.795339
6940,37379.00,0.882510455,9.416560129,4.510055866,3.148889919,,4133.498605
6941,37380.00,1.26140913,1.059040349,3.47626257,2.730066661,,4632.125076
6942,37381.00,0.065480715,0.8792874,2.829569832,3.92978544,,5036.847221
6943,37382.00,0.12811577,4.365321616,2.430427374,1.296491911,,5354.964467
6944,37383.00,0.193596485,5.423547855,2.206583799,0.5947803,7.3,5559.436823
6945,37384.00,0.308992315,2.813306699,2.008634078,2.004267771,,5758.4879
6946,37385.00,0,0,1.83222905,2.243185552,,5959.106309
6947,37386.00,0,0,1.684910615,4.393687214,,6144.395385
6948,37387.00,0,0,1.550011173,4.384658103,,6330.009448
6949,37388.00,1.047041115,6.069349901,1.446787709,3.59037155,,6494.414917
6950,37389.00,9.866231055,2.122950329,1.694639665,1.116304545,,6132.909626
6951,37390.00,4.37156621,2.993085868,1.776092179,3.22552772,7.2,6016.205854
6952,37391.00,10.88941228,1.506849315,2.225287709,2.193195741,,5506.315134
6953,37392.00,0.308992315,1.506849315,1.650946927,5.046323075,,6172.28669
6954,37393.00,11.70614711,1.506849315,1.742606145,1.944622538,,6114.216457
6955,37394.00,14.25877866,1.506849315,4.192768156,1.616019245,,4275.689297
6956,37395.00,2.313898875,1.506849315,2.638759777,1.794339231,,5168.303801
6957,37396.00,1.816758715,1.506849315,2.282103352,1.792300473,,5484.904988
6958,37397.00,10.11441099,1.506849315,2.355636872,1.859762062,7,5477.454604
6959,37398.00,17.2858569,5.753424658,4.627382682,1.946636317,,4054.675425
6960,37399.00,12.78486643,5.753424658,6.749824022,2.547933649,,3414.712432
6961,37400.00,7.13867636,5.753424658,5.73227095,2.337958139,,3724.960291
6962,37401.00,13.98907972,5.753424658,5.455709497,2.224388296,,3832.618467
6963,37402.00,0.5025888,5.753424658,5.379486034,3.676358795,,3786.898479
6964,37403.00,0.060032085,5.753424658,3.827840782,4.540838644,,4444.778993
6965,37404.00,32.09453649,5.753424658,5.841653631,1.862926112,,3709.741982
6966,37405.00,10.75630774,5.753424658,13.85198045,3.169019537,8.3,2156.862195
6967,37406.00,9.87902874,6.981419688,7.366776536,3.670465126,,3289.29052
6968,37407.00,0,0,4.989167598,5.215584206,,3949.307339
6969,37408.00,0,0,3.829826816,6.983147205,,4445.499541
6970,37409.00,0,0,3.240628492,3.514338397,,4774.312166
6971,37410.00,9.81767877,4.366562527,3.251815642,2.415289383,,4767.596234
6972,37411.00,0,0,2.644793296,2.592934989,,5176.206141
6973,37412.00,2.117699425,1.139751815,2.343846369,3.204290831,,5435.820043
6974,37413.00,9.416403025,11.71342566,2.599039106,1.404744649,7,5232.292289
6975,37414.00,4.13610621,7.260273973,2.780145251,0.63526678,,5084.051967
6976,37415.00,3.122877015,7.260273973,2.415318436,1.75886647,,5374.387556
6977,37416.00,23.65626565,7.260273973,4.642039106,2.380734568,,4165.089053
6978,37417.00,13.90910862,7.260273973,11.59154749,2.73305802,,2518.865774
6979,37418.00,3.685255215,7.260273973,6.239388268,2.985440644,7.5,3558.971986
6980,37419.00,1.70863418,4.931506849,4.44974581,2.888781197,,4161.358432
6981,37420.00,3.763698545,4.931506849,3.571164804,3.579153236,,4587.390693
6982,37421.00,13.76357175,4.931506849,4.29973743,1.033553453,,4220.536402
6983,37422.00,5.87726724,4.931506849,4.771282123,1.8686513,,4040.87619
6984,37423.00,0.5025888,4.931506849,3.781055866,2.583871645,,4470.083278
6985,37424.00,3.28314696,4.931506849,3.247215084,4.709016262,,4771.761681
6986,37425.00,0.429056485,4.931506849,2.886460894,3.65822432,7,5006.950592
6987,37426.00,0.308992315,2.368890595,2.608843575,4.510748773,,5212.046058
6988,37427.00,0,0,2.385050279,4.490285916,,5396.820018
6989,37428.00,5.627769405,4.246432751,2.364209497,0.955807482,,5423.616387
6990,37429.00,2.052218715,5.289921285,2.251407821,2.745135626,,5514.102122
6991,37430.00,1.07326128,1.141935297,2.000715084,4.561283498,,5768.374484
6992,37431.00,0,0,1.864935754,3.658363742,,5923.317341
6993,37432.00,0.937093915,5.018802463,1.769907821,4.371030191,6.7,6036.133663
6994,37433.00,4.77746534,2.739726027,1.695796089,3.960436058,,6138.587875
6995,37434.00,0.308992315,2.739726027,1.609240223,3.470276295,,6243.291515
