timestep,datetime,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale
400,30839.00,0.25,0.993872248,0.715675978,2.046408215,,8215.63947
401,30840.00,4,1.345098973,0.695187151,3.119061695,,8309.871585
402,30841.00,0.25,4.30657381,0.633569832,6.192703663,,8537.254163
403,30842.00,0,0,0.572153631,5.213470481,,8830.22348
404,30843.00,0,0,0.534041899,5.386178382,,9023.184649
405,30844.00,0,0,0.51448324,6.005566231,6.5,9131.897217
406,30845.00,0.75,1.780821918,0.521296089,1.53417079,,9103.66205
407,30846.00,16.75,1.780821918,0.634223464,1.309446745,,8756.06092
408,30847.00,4.5,1.780821918,1.365460894,3.803644498,,6477.741881
409,30848.00,0,0,0.82277095,4.527343137,,7856.047159
410,30849.00,0,0,0.752606145,3.106006721,,8094.185356
411,30850.00,0.25,1.780821918,0.705117318,5.518180506,,8266.168696
412,30851.00,0,0,0.675201117,4.931092339,,8384.390211
413,30852.00,0,0,0.655013966,4.549705519,6.6,8466.935675
414,30853.00,0,0,0.634550279,4.855652817,,8553.236414
415,30854.00,0.25,3.698630137,0.618259777,3.888655225,,8625.021118
416,30855.00,14.5,3.698630137,0.820307263,2.173407174,,7890.738693
417,30856.00,12,3.698630137,0.963125698,3.671522886,,7387.116728
418,30857.00,1,3.698630137,0.937432961,4.062432085,,7472.022405
419,30858.00,0.25,3.698630137,0.794539106,2.355403869,,7952.065652
420,30859.00,0,0,0.742726257,4.263903701,6.7,8129.121366
421,30860.00,1,6.211978592,0.707681564,3.004338662,,8259.876463
422,30861.00,0,0,0.671329609,4.678072155,,8395.876466
423,30862.00,0,0,0.648703911,2.978557624,,8495.383417
424,30863.00,0,0,0.623614525,5.524083075,,8596.05896
425,30864.00,0,0,0.59696648,5.484943706,,8717.128356
426,30865.00,0,0,0.573938547,3.989282208,,8826.757115
427,30866.00,0,0,0.551715084,5.570461259,6.4,8935.297673
428,30867.00,0,0,0.529089385,5.97178261,,9048.726806
429,30868.00,0,0,0.497111732,7.115531123,,9225.52559
430,30869.00,0,0,0.472449721,6.820400504,,9374.636704
431,30870.00,0,0,0.450829609,8.091235889,,9506.365516
432,30871.00,0,0,0.43122067,7.345232643,,9640.940876
433,30872.00,2.25,1.779942233,0.44177933,2.130878294,,9581.870118
434,30873.00,0.25,3.064127536,0.424910615,5.115176041,6.4,9669.615967
435,30874.00,10.5,3.150684932,0.556340782,3.167355466,,8854.324643
436,30875.00,8,3.150684932,0.571047486,3.294130067,,8834.473293
437,30876.00,1.5,3.150684932,0.478935754,3.338172177,,9326.760235
438,30877.00,9.5,3.150684932,0.617430168,2.719871396,,8644.816996
439,30878.00,0.75,3.150684932,0.530522346,4.241780064,,9003.026795
440,30879.00,0,0,0.447913408,2.946270039,,9509.148708
441,30880.00,0.75,3.150684932,0.386145251,5.467871896,6.5,9972.1723
442,30881.00,0,0,0.386145251,3.157999549,,9972.1723
443,30882.00,0,0,0.387653631,4.097147023,,9969.81722
444,30883.00,0,0,0.409977654,6.212472013,,9790.61351
445,30884.00,0,0,0.400902235,7.280933441,,9856.450208
446,30885.00,0,0,0.390142458,7.639455076,,9937.326713
447,30886.00,0,0,0.375586592,4.466148604,,10048.70489
448,30887.00,0,0,0.356178771,6.636115385,6.5,10208.8603
449,30888.00,0,0,0.336871508,6.540181517,,10378.89473
450,30889.00,0,0,0.317564246,5.292039233,,10561.00719
451,30890.00,0,0,0.300268156,3.12380829,,10753.74803
452,30891.00,0,0,0.323648045,6.076168156,,10505.6766
453,30892.00,0,0,0.311907821,7.255097522,,10617.35145
454,30893.00,0.874491215,1.550662785,0.315477654,3.840643087,,10591.12882
455,30894.00,7.512747605,3.100941821,0.378905028,4.735293426,6.3,10021.92733
456,30895.00,8.79758387,1.506849315,0.339486034,3.403255948,,10396.24453
457,30896.00,29.41319977,1.506849315,1.665804469,2.368504413,,5818.894709
458,30897.00,1.19673576,1.506849315,0.808541899,4.322131026,7.2,7837.747598
459,30898.00,8.17881105,1.506849315,0.68173743,0.749380862,,8380.453545
460,30899.00,0.34005294,1.506849315,0.662379888,4.031611097,,8396.433171
461,30900.00,12.11827551,1.506849315,0.835541899,2.066626293,,7744.362291
462,30901.00,8.25,1.506849315,1.160723464,3.090759529,6.7,6978.503307
463,30902.00,0.25,8.989531297,0.779128492,3.43551902,,7975.636669
464,30903.00,0,0,0.650840782,3.751978672,,8470.977459
465,30904.00,0,0,0.593522346,3.410930928,,8728.03313
466,30905.00,0,0,0.546385475,3.769514786,,8958.229468
467,30906.00,0,0,0.513553073,4.616670041,,9134.546333
468,30907.00,0.5,3.965847447,0.501410615,2.778295216,,9209.432109
469,30908.00,0.25,4.006888985,0.491807263,2.76147436,6.7,9260.180384
470,30909.00,0,0,0.471846369,3.505676096,,9377.96092
471,30910.00,0,0,0.458472067,3.181430117,,9464.322289
472,30911.00,0,0,0.449446927,4.400606059,,9520.041377
473,30912.00,0,0,0.442835196,2.964952716,,9566.425386
474,30913.00,0,0,0.426092179,5.364123999,,9671.813416
475,30914.00,0,0,0.409625698,5.624827545,,9791.665764
476,30915.00,0,0,0.399117318,4.672754192,6.7,9869.102984
477,30916.00,0,0,0.397986034,2.751749106,,9885.13542
478,30917.00,0.5,1.272901515,0.399293296,3.350513831,,9872.09279
479,30918.00,5.25,3.755647303,0.445851955,0.780811413,,9550.028027
480,30919.00,0.25,3.346555995,0.43572067,4.088512325,,9603.827556
481,30920.00,0,0,0.405930168,2.988479423,,9817.780417
482,30921.00,0,0,0.391600559,3.434696394,,9926.203856
483,30922.00,2.75,1.833208225,0.378703911,4.128518893,6.6,10050.78214
484,30923.00,11.5,1.506849315,0.522326816,3.878497922,,9046.439222
485,30924.00,10.75,1.506849315,0.677212291,2.929384159,,8323.138237
486,30925.00,41.75,1.506849315,4.693701117,1.086232819,7.4,3767.305322
487,30926.00,1.75,1.506849315,1.944955307,2.983897172,,5729.282616
488,30927.00,3,1.506849315,1.263469274,3.042164585,,6787.136009
489,30928.00,33.25,1.506849315,5.350047486,1.423507034,8.1,2873.3176
490,30929.00,7,1.506849315,6.154592179,2.116423795,8.7,3472.096511
491,30930.00,1,10.2739726,3.333469274,3.672448479,,4683.679701
492,30931.00,0,0,2.397670391,2.641828713,7.6,5368.675591
493,30932.00,0,0,2.004083799,1.88363917,,5756.666039
494,30933.00,7,10.2739726,1.856689944,2.187117445,,5959.457243
495,30934.00,29.75,10.2739726,4.373673184,2.334595644,,4097.626865
496,30935.00,5.75,10.2739726,6.360586592,2.185549987,,3407.940949
497,30936.00,10.5,10.2739726,4.920662011,1.794009402,8.6,3998.996392
498,30937.00,2.25,1.856051881,4.075139665,1.554284467,,4334.398318
499,30938.00,9.25,13.15862579,4.087910615,1.050905206,,4341.541062
500,30939.00,9.5,2.93132849,5.378731844,1.375383638,,3838.509555
501,30940.00,0.25,2.601890277,4.113351955,2.742734276,,4312.801777
502,30941.00,0.75,1.658538225,3.417812849,2.810061559,,4671.500314
503,30942.00,11.5,1.025850066,3.782916201,1.724576879,,4491.960667
504,30943.00,0.75,5.334656711,3.200078212,2.825076156,7.8,4796.452095
505,30944.00,3.25,5.068493151,2.835201117,2.112100681,,5052.55594
506,30945.00,39.5,5.068493151,11.4943324,2.092260636,,2498.011749
507,30946.00,30.5,5.068493151,17.18788827,1.911887437,,1988.289972
508,30947.00,8.25,5.068493151,11.63232402,2.0949406,,2540.589349
509,30948.00,14.5,5.068493151,10.59709777,2.147891316,,2708.267064
510,30949.00,2.107624315,5.068493151,7.127547486,1.565958613,,3336.879663
511,30950.00,1,5.068493151,5.284835196,1.190126204,8.2,3855.765548
512,30951.00,0.5,1.917808219,4.256648045,2.773591308,,4252.928659
513,30952.00,15.25,1.917808219,4.87651676,0.849328012,,4007.857679
514,30953.00,9.5,1.917808219,6.680136872,1.332750935,,3451.892965
515,30954.00,4.5,1.917808219,5.517703911,1.61379636,,3789.026668
516,30955.00,12.25,1.917808219,7.925756983,2.146110408,,3156.094
517,30956.00,2.25,1.917808219,6.021226257,1.554472946,,3632.704307
518,30957.00,12.25,1.917808219,6.402921788,1.485815296,7.2,3542.88536
519,30958.00,17,2.054794521,9.399318436,0.703582747,,2863.861346
520,30959.00,0.25,2.054794521,7.465550279,1.100073524,,3253.427355
521,30960.00,0,0,5.427628492,1.991830428,,3806.292568
522,30961.00,2.5,2.054794521,4.399215084,1.988811756,,4195.140282
523,30962.00,11.75,2.054794521,5.32199162,2.438042423,,3842.145427
524,30963.00,39.02615165,2.054794521,12.99212849,1.609696915,,2275.831499
525,30964.00,0,0,12.72700559,2.140823388,7.6,2330.386599
526,30965.00,0.25,6.51730199,7.105826816,2.645823453,,3331.234233
527,30966.00,1,20.4556763,5.212156425,1.924628213,,3881.78221
528,30967.00,1.75,5.159164486,4.319773743,2.012451167,,4229.709387
529,30968.00,2.75,17.50232949,3.730248603,1.732062449,,4505.138008
530,30969.00,0,0,3.254581006,1.682817747,,4766.791778
531,30970.00,0,0,2.844326816,2.614840913,,5032.758872
532,30971.00,0,0,2.509818436,2.637102393,7.3,5289.093952
533,30972.00,10.5,7.671232877,2.599868715,1.286365526,,5231.69838
534,30973.00,17.25,7.671232877,4.489918994,1.954188634,,4170.912077
535,30974.00,30.37634469,7.671232877,7.464796089,3.812245664,,3242.247559
536,30975.00,4.26031092,7.671232877,8.658553073,3.985778239,,3009.160439
537,30976.00,24.07042269,7.671232877,8.315145251,2.990115342,,3228.752117
538,30977.00,57.53962136,7.671232877,43.32509497,2.896594679,,833.9570745
539,30978.00,1.552536345,7.671232877,18.89519832,1.975646331,8.8,1751.315297
540,30979.00,21.07334532,2.602739726,13.89155028,3.390515255,,2307.608698
541,30980.00,20.9409126,2.602739726,24.36372905,4.280997977,,1490.843361
542,30981.00,0.517512115,2.602739726,10.34079888,3.837111502,,2713.991961
543,30982.00,1.68496905,2.602739726,6.402921788,3.331671966,,3512.74892
544,30983.00,7.618030325,2.602739726,5.373854749,2.963047496,,3847.064992
545,30984.00,16.45503908,2.602739726,7.623603352,2.957267448,,3141.149012
546,30985.00,8.54789035,2.602739726,10.04641341,0.745814055,7.3,2768.445155
547,30986.00,0,0,7.087349162,1.304315925,,3344.750847
548,30987.00,0.08922996,3.835616438,5.386173184,1.727554505,,3824.795658
549,30988.00,18.70568599,3.835616438,7.475078212,0.545999672,,3267.551704
550,30989.00,26.10345138,3.835616438,11.57814804,1.739035148,,2598.217479
551,30990.00,3.094334455,3.835616438,9.961642458,0.561779203,,2777.525521
552,30991.00,0,0,6.693083799,0.213594978,,3440.48808
553,30992.00,4.25,3.835616438,5.185458101,0.007655562,7.6,3901.059354
554,30993.00,0.75,0.410958904,4.483181564,0.123735126,,4155.817269
555,30994.00,19.93496905,0.410958904,8.501932961,0.00182036,,2996.930828
556,30995.00,21.75,0.410958904,11.68112011,0.158930781,,2516.932205
557,30996.00,0,0,10.77184358,0.388847665,,2642.531096
558,30997.00,6.5,0.410958904,7.052958101,0.259386802,,3370.68469
559,30998.00,17.5,0.410958904,11.64582402,0.192924425,,2575.459319
560,30999.00,0,0,7.707469274,0.464013465,7.3,3206.747169
561,31000.00,13.5,2.465753425,8.23650838,0.182046403,,3112.448311
562,31001.00,0,0,6.234913408,0.506056704,,3568.465162
563,31002.00,0.25,2.465753425,5.008600559,0.449218994,,3957.667598
564,31003.00,0.25,2.465753425,4.222634078,0.120645205,,4270.43914
565,31004.00,0.25,2.465753425,3.634567039,0.181548835,,4552.890762
566,31005.00,1.83004278,2.465753425,3.175416201,0.246622407,,4816.902115
567,31006.00,30,2.465753425,6.627594972,0.292439656,7.1,3219.959172
568,31007.00,38.5,7.534246575,21.21111453,0.541427179,,1373.792541
569,31008.00,33.75,7.534246575,35.48767877,0.342103606,,958.6223191
570,31009.00,34.25,7.534246575,28.34937151,0.333490706,,1276.551705
571,31010.00,3,7.534246575,15.65406704,0.584117035,,2070.187371
572,31011.00,3.5,7.534246575,8.537530726,0.517546817,,3031.708765
573,31012.00,0,0,5.93102514,0.506077796,,3648.912773
574,31013.00,20,7.534246575,7.375826816,0.399736254,7.5,3147.808176
575,31014.00,6.94802741,5.342465753,9.212480447,0.35281659,,2901.654866
576,31015.00,3.25,5.342465753,6.649617318,0.199653014,,3462.800336
577,31016.00,2.5,5.342465753,5.417597765,0.117117137,,3816.71927
578,31017.00,32.75,5.342465753,10.32184358,0,,2689.704205
579,31018.00,1.75,5.342465753,10.67734358,0.164597489,,2652.255196
580,31019.00,3.75617485,5.342465753,7.31327933,0.126911815,,3298.952728
581,31020.00,1,5.342465753,5.524265363,0.206192919,7.9,3780.488004
582,31021.00,4.5,6.065787003,4.866511173,0.306535708,,4015.211579
583,31022.00,2,6.877398508,4.13175419,0.314444683,,4313.632212
584,31023.00,0,0,3.636276536,0.376075037,,4553.903159
585,31024.00,4.25,4.553553575,3.30973743,0.160164428,,4743.212154
586,31025.00,0.25,2.187316023,3.025885475,0.240841942,,4908.876113
587,31026.00,0,0,2.738790503,0.234575772,,5113.820816
588,31027.00,0,0,2.532444134,0.466706708,7.7,5274.208647
589,31028.00,0,0,2.348170391,0.349015838,,5430.476614
590,31029.00,5.606369725,6.575342466,2.257843575,0.002581743,,5528.760313
591,31030.00,42.38769523,6.575342466,7.036164804,0.045314661,,3190.178485
592,31031.00,6.26616465,6.575342466,5.618111732,0.127044948,,3724.126381
593,31032.00,4.265417725,6.575342466,4.831717877,0.031970677,,4020.759218
594,31033.00,14.64451811,6.575342466,10.44093017,0.14374207,,2649.8479
595,31034.00,18,6.575342466,7.980435754,0.04512461,7.7,3222.891182
596,31035.00,21.75,5.068493151,24.87632682,0.17259433,,1379.731606
597,31036.00,6.25,5.068493151,10.3441676,0.213081267,,2732.185558
598,31037.00,4,5.068493151,6.819536313,0.243770767,,3414.658022
599,31038.00,21.5,5.068493151,9.193022346,0.093326274,,2924.376048
600,31039.00,9,5.068493151,9.30896648,0.137400786,,2922.978709
601,31040.00,22.25,5.068493151,15.98256704,0.156682374,,2083.73336
602,31041.00,12.25,5.068493151,11.87864246,0.112924193,,2541.653767
603,31042.00,2,5.068493151,8.181150838,0.040760372,,3100.251712
604,31043.00,1.5,5.068493151,5.771715084,0.033292371,,3698.377613
605,31044.00,3.25,5.068493151,4.700865922,0.0204675,,4075.510043
606,31045.00,12.5,5.068493151,6.145064246,0.114408727,,3586.402187
607,31046.00,1.75,5.068493151,5.654539106,0.232943193,,3727.16588
608,31047.00,3.25,5.068493151,5.032608939,0.170723283,,3961.522696
609,31048.00,0,0,4.412790503,0.318099428,,4191.059109
610,31049.00,0,0,3.855293296,0.142610601,,4443.455461
611,31050.00,0.25,2.739726027,3.404438547,0.439676684,,4682.192334
612,31051.00,0,0,3.047002793,0.126362356,,4898.526811
613,31052.00,0,0,2.734969274,0.071018896,,5114.550943
614,31053.00,0.25,2.739726027,2.52600838,0.214592102,,5281.210971
615,31054.00,0.25,2.739726027,2.330421788,0.187098514,,5445.618471
616,31055.00,1.25,2.739726027,2.171363128,0.024016495,7.5,5594.270614
617,31056.00,0.25,2.999167127,2.009187151,0.105564641,,5759.427557
618,31057.00,0,0,1.851284916,0.090989651,,5937.252226
619,31058.00,0,0,1.717893855,0.100805981,,6102.219275
620,31059.00,0.25,2.177418777,1.589078212,0.149304336,,6277.047606
621,31060.00,0,0,1.520170391,0,,6378.247468
622,31061.00,0,0,1.387608939,0,,6585.872899
623,31062.00,0,0,1.314251397,0,8.2,6710.048917
624,31063.00,0,0,1.187145251,0,,6937.11541
625,31064.00,0,0,1.071829609,0,,7202.419492
626,31065.00,0,0,1.09576257,0,,7164.535653
627,31066.00,0,0,1.093349162,0,,7148.118045
628,31067.00,0,0,1.038921788,0,,7281.870434
629,31068.00,7.664951595,2.328767123,3.670164804,0.239116188,6.8,4324.941229
630,31069.00,0.26192286,2.328767123,3.018217877,0.130044829,,4758.23016
631,31070.00,3.230699545,7.671232877,2.000136872,0,,5752.287934
632,31071.00,13.34704526,7.671232877,3.136575419,0,,4753.918885
633,31072.00,0.39288429,7.671232877,3.537175978,0.090856281,,4574.705506
634,31073.00,1.234915315,7.671232877,2.853854749,0,,5021.874271
635,31074.00,5.136236915,7.671232877,2.549011173,0,,5264.168693
636,31075.00,15.98030456,7.671232877,9.559131285,0.177679487,,2736.66726
637,31076.00,28.5,7.671232877,18.81761732,0.061823257,6.8,1782.92823
638,31077.00,11.25,3.835616438,11.7898743,0.104827086,,2540.018755
639,31078.00,9,3.835616438,10.92268156,0.349935384,,2625.714392
640,31079.00,2,3.835616438,8.719441341,0.393785223,,3001.082012
641,31080.00,1.5,3.835616438,6.059664804,0.246895285,,3612.740751
642,31081.00,1.75,3.835616438,4.700111732,0.239359077,,4069.894733
643,31082.00,0,0,3.853407821,0.147246817,,4439.809076
644,31083.00,0.25,3.835616438,3.276201117,0.713302104,7,4752.855232
645,31084.00,9.5,4.383561644,3.084134078,0.632268301,,4909.087012
646,31085.00,26.25,4.383561644,11.09162011,0,6,2640.963377
647,31086.00,0.75,4.383561644,6.838994413,0,,3399.677752
648,31087.00,0,0,4.933106145,0,,3973.18889
649,31088.00,0,0,4.190882682,0.000417217,,4293.029463
650,31089.00,0,0,3.910600559,0,,4421.687879
651,31090.00,0,0,3.630368715,0,7,4561.923611
652,31091.00,0,0,3.350136872,0,,4715.736621
653,31092.00,0,0,3.069905028,0,,4885.7665
654,31093.00,0,0,2.789597765,0,,5075.551472
655,31094.00,0,0,2.509416201,0,,5289.510288
656,31095.00,0,0,2.229184358,0,,5534.157023
657,31096.00,0.25,3.933417445,1.948851955,0.054028747,,5818.630144
658,31097.00,0.5,5.072037166,1.670128492,0.068148683,6.8,6156.499014
659,31098.00,10.75,0.95890411,1.959888268,0.193701161,,5841.70544
660,31099.00,11.75,0.95890411,2.140893855,0.931269845,,5617.118382
661,31100.00,1.25,0.95890411,2.034301676,0.96751977,,5747.991305
662,31101.00,0,0,3.179664804,0.673959092,,4814.964204
663,31102.00,0,0,2.717094972,2.156246411,,5108.487823
664,31103.00,0,0,2.279664804,1.033778605,,5491.066167
665,31104.00,4.75,0.95890411,2.301787709,0.491105909,7,5489.969891
666,31105.00,0.25,3.01369863,2.406368715,0.759318164,,5372.857722
667,31106.00,0,0,2.155374302,0.665649808,,5613.181172
668,31107.00,3,3.01369863,2.105321229,0.353217135,,5663.78699
669,31108.00,3.75,3.01369863,2.193284916,0.142534083,,5579.413028
670,31109.00,11.75,3.01369863,2.606078212,0.620663489,,5259.270888
671,31110.00,24.5,3.01369863,13.28550838,0.332282182,,2341.346838
672,31111.00,11,3.01369863,7.361572626,0.78762772,7.3,3272.34118
673,31112.00,10,6.438356164,5.609337989,0.285845233,,3797.625448
674,31113.00,4,6.438356164,7.750432961,0.600868607,,3177.571519
675,31114.00,0.25,6.438356164,4.765927374,1.225787923,,4035.302902
676,31115.00,0,0,3.808005587,1.057599951,,4462.354823
677,31116.00,1.5,6.438356164,3.325625698,0.693209338,,4725.036214
678,31117.00,0,0,2.855413408,1.963569906,,5025.840559
679,31118.00,0,0,2.552128492,1.879042704,6.7,5256.537678
680,31119.00,4.334956305,3.561643836,2.458659218,0.677776471,,5337.132411
681,31120.00,1.833504935,3.561643836,2.254600559,1.087945157,,5517.720984
682,31121.00,12.14092211,3.561643836,2.240597765,0.459775867,,5533.369279
683,31122.00,2.72042353,3.561643836,2.069145251,0.331577423,,5693.650999
684,31123.00,4.593904835,3.561643836,1.942617318,0.803513401,,5835.285841
685,31124.00,0,0,1.793212291,0.347892733,,6006.987359
686,31125.00,0,0,1.643555866,0.343071012,6.7,6197.615997
687,31126.00,0,0,1.50000838,0.598930684,,6412.883556
688,31127.00,0.529730815,6.164383562,1.42727933,0.095887747,,6518.674207
689,31128.00,3.951834585,6.164383562,1.375818436,0.314129589,,6612.413227
690,31129.00,1.85602079,6.164383562,1.499807263,0.574309024,,6424.055179
691,31130.00,3.119470665,6.164383562,1.842234637,0.864405171,,5956.602432
692,31131.00,0.08828847,6.164383562,1.774860335,0.972808082,,6030.895867
693,31132.00,1,6.164383562,1.730891061,0.490896974,6.6,6089.330279
694,31133.00,1,3.150684932,1.633550279,0.914989367,,6211.434854
695,31134.00,0.25,3.150684932,1.517128492,0.811782132,,6384.933229
696,31135.00,35,3.150684932,6.793215084,0.217198678,,3348.987068
697,31136.00,18.75,3.150684932,17.36577654,0.622527833,,1938.020664
698,31137.00,28.5,3.150684932,13.82472905,1.576725175,,2363.085549
699,31138.00,13.25,3.150684932,22.60382682,0.344743939,,1469.239493
700,31139.00,2.5,3.150684932,12.72373743,0.867757838,6.6,2383.941935
701,31140.00,13.25,2.054794521,16.57877933,0.41958279,,1979.072696
702,31141.00,4.75,2.054794521,11.80199162,0.390164293,,2539.146226
703,31142.00,9.25,2.054794521,10.6815419,1.111240209,,2716.175334
704,31143.00,8.5,2.054794521,10.94882682,1.697016429,,2675.425123
705,31144.00,10.75,2.054794521,10.06878771,0.763655801,,2841.998321
706,31145.00,8,2.054794521,15.28338268,0.557438874,,2155.249126
707,31146.00,0,0,8.873170391,0.622152937,6.5,2965.402977
708,31147.00,0.5,11.50684932,6.015997207,1.683726839,,3623.337519
709,31148.00,39.75,11.50684932,17.75375698,0.485338086,,1847.682138
710,31149.00,12.25,11.50684932,10.9376648,1.038065424,,2668.173569
